Name,Date of Birth,Gender,Date of Death,Movie Title,Year
Chris Pratt,"June 21, 1979",Unknown,N/A,Jurassic World,2015
Chris Pratt,"June 21, 1979",Unknown,N/A,The Magnificent Seven,2016
Chris Pratt,"June 21, 1979",Unknown,N/A,Guardians of the Galaxy Vol. 2,2017
Chris Pratt,"June 21, 1979",Unknown,N/A,Avengers: Infinity War,2018
Chris Pratt,"June 21, 1979",Unknown,N/A,The Lego Movie 2: The Second Part,2019
Chris Pratt,"June 21, 1979",Unknown,N/A,Onward,2020
Chris Pratt,"June 21, 1979",Unknown,N/A,The Tomorrow War,2021
Chris Pratt,"June 21, 1979",Unknown,N/A,Jurassic World Dominion,2022
Chris Pratt,"June 21, 1979",Unknown,N/A,The Super Mario Bros. Movie,2023
Chris Pratt,"June 21, 1979",Unknown,N/A,The Garfield Movie,2024
Chris Pratt,"June 21, 1979",Unknown,N/A,The Electric State †,2025
Chris Pratt,"June 21, 1979",Unknown,N/A,Way of the Warrior Kid †,TBA
Chris Pratt,"June 21, 1979",Unknown,N/A,The Huntress,2001
Chris Pratt,"June 21, 1979",Unknown,N/A,Path of Destruction,2005
Chris Pratt,"June 21, 1979",Unknown,N/A,The Batman,2008
Chris Pratt,"June 21, 1979",Unknown,N/A,Top Chef: Seattle,2012
Chris Pratt,"June 21, 1979",Unknown,N/A,Saturday Night Live,2014
Chris Pratt,"June 21, 1979",Unknown,N/A,Mom,2017
Chris Pratt,"June 21, 1979",Unknown,N/A,The Guardians of the Galaxy Holiday Special,2022
Chris Pratt,"June 21, 1979",Unknown,N/A,T-Rex Ranch,2018
Chris Pratt,"June 21, 1979",Unknown,N/A,Ben 10 Ultimate Alien: Cosmic Destruction,2010
Chris Pratt,"June 21, 1979",Unknown,N/A,The Lego Movie Videogame,2014
Chris Pratt,"June 21, 1979",Unknown,N/A,Lego Jurassic World,2015
Chris Pratt,"June 21, 1979",Unknown,N/A,Guardians of the Galaxy – Mission: Breakout!,2017
Chris Pratt,"June 21, 1979",Unknown,N/A,Disney's Candlelight Processional,2018
Chris Pratt,"June 21, 1979",Unknown,N/A,Jurassic World: The Ride,2019
Chris Pratt,"June 21, 1979",Unknown,N/A,Jurassic World VelociCoaster,2021
Chris Pratt,"June 21, 1979",Unknown,N/A,Guardians of the Galaxy: Cosmic Rewind,2022
Chris Pratt,"June 21, 1979",Unknown,N/A,Studio Tour,2024
Chris Pratt,"June 21, 1979",Unknown,N/A,Teen Choice Awards,2004
Chris Pratt,"June 21, 1979",Unknown,N/A,Teen Choice Awards,2005
Chris Pratt,"June 21, 1979",Unknown,N/A,Washington D.C. Area Film Critics Association,2012
Chris Pratt,"June 21, 1979",Unknown,N/A,Critics' Choice Television Award,2013
Chris Pratt,"June 21, 1979",Unknown,N/A,CinemaCon Awards,2014
Chris Pratt,"June 21, 1979",Unknown,N/A,Critics' Choice Movie Awards,2015
Chris Pratt,"June 21, 1979",Unknown,N/A,People's Choice Awards,2016
Chris Pratt,"June 21, 1979",Unknown,N/A,Saturn Awards,2017
Chris Pratt,"June 21, 1979",Unknown,N/A,MTV Movie & TV Awards,2018
Chris Pratt,"June 21, 1979",Unknown,N/A,Kids' Choice Awards,2019
Chris Pratt,"June 21, 1979",Unknown,N/A,Kids' Choice Awards,2020
Chris Pratt,"June 21, 1979",Unknown,N/A,Critics' Choice Super Awards,2021
Chris Pratt,"June 21, 1979",Unknown,N/A,People's Choice Awards,2022
Chris Pratt,"June 21, 1979",Unknown,N/A,Kids' Choice Awards,2023
Chris Pratt,"June 21, 1979",Unknown,N/A,Saturn Awards,2024
Karen Gillan,28 November 1987,Unknown,N/A,Constellation Awards,2010
Karen Gillan,28 November 1987,Unknown,N/A,SFX Awards,2011
Karen Gillan,28 November 1987,Unknown,N/A,National Television Awards,2012
Karen Gillan,28 November 1987,Unknown,N/A,National Television Awards,2013
Karen Gillan,28 November 1987,Unknown,N/A,Fright Meter Awards,2014
Karen Gillan,28 November 1987,Unknown,N/A,Central Ohio Film Critics Association,2015
Karen Gillan,28 November 1987,Unknown,N/A,London IFF Film Festival,2016
Karen Gillan,28 November 1987,Unknown,N/A,Maui Film Festival,2017
Karen Gillan,28 November 1987,Unknown,N/A,Glasgow Film Festival,2018
Karen Gillan,28 November 1987,Unknown,N/A,Saturn Awards,2019
Karen Gillan,28 November 1987,Unknown,N/A,Critics' Choice Super Awards,2022
Karen Gillan,28 November 1987,Unknown,N/A,Best Actress in a Science Fiction/Fantasy Movie,2023
Dave Bautista,"January 18, 1969",Unknown,N/A,Guardians of the Galaxy – Mission Breakout!,2017
Dave Bautista,"January 18, 1969",Unknown,N/A,Guardians of the Galaxy: Cosmic Rewind,2022
Pom Klementieff,3 May 1986,Unknown,N/A,After Him,2007
Pom Klementieff,3 May 1986,Unknown,N/A,The Easy Way,2008
Pom Klementieff,3 May 1986,Unknown,N/A,Loup,2009
Pom Klementieff,3 May 1986,Unknown,N/A,Borderline,2011
Pom Klementieff,3 May 1986,Unknown,N/A,Radiostars,2012
Pom Klementieff,3 May 1986,Unknown,N/A,Paris Or Perish,2013
Pom Klementieff,3 May 1986,Unknown,N/A,Hacker's Game,2015
Pom Klementieff,3 May 1986,Unknown,N/A,Newness,2017
Pom Klementieff,3 May 1986,Unknown,N/A,Avengers: Infinity War,2018
Pom Klementieff,3 May 1986,Unknown,N/A,Avengers: Endgame,2019
Pom Klementieff,3 May 1986,Unknown,N/A,Save Ralph,2021
Pom Klementieff,3 May 1986,Unknown,N/A,Thor: Love and Thunder,2022
Pom Klementieff,3 May 1986,Unknown,N/A,Guardians of the Galaxy Vol. 3,2023
Pom Klementieff,3 May 1986,Unknown,N/A,The Killer's Game †,2024
Pom Klementieff,3 May 1986,Unknown,N/A,Untitled eighth Mission: Impossible film †,2025
Pom Klementieff,3 May 1986,Unknown,N/A,"Pigalle, la nuit",2009
Pom Klementieff,3 May 1986,Unknown,N/A,Black Mirror,2019
Pom Klementieff,3 May 1986,Unknown,N/A,Westworld,2020
Pom Klementieff,3 May 1986,Unknown,N/A,The Guardians of the Galaxy Holiday Special,2022
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Together for Days,1972
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Ragtime,1981
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Eddie Murphy Raw,1987
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Coming to America,1988
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Do the Right Thing,1989
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Def by Temptation,1990
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Strictly Business,1991
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Juice,1992
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Menace II Society,1993
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Fresh,1994
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Kiss of Death,1995
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,The Great White Hype,1996
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,One Eight Seven,1997
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Sphere,1998
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Rules of Engagement,2000
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,The Caveman's Valentine,2001
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Changing Lanes,2002
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Basic,2003
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Twisted,2004
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Coach Carter,2005
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Freedomland,2006
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Farce of the Penguins,2007
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Gerald Olin,1408
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Jumper,2008
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Astro Boy,2009
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Quantum Quest: A Cassini Space Odyssey,2010
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,African Cats,2011
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,The Samaritan,2012
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Turbo,2013
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Reasonable Doubt,2014
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Kingsman: The Secret Service,2015
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Cell,2016
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,XXX: Return of Xander Cage,2017
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Avengers: Infinity War,2018
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Glass,2019
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,The Banker,2020
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Spiral: From the Book of Saw,2021
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Paws of Fury: The Legend of Hank,2022
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,The Kill Room,2023
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Argylle,2024
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Movin' On,1976
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,The Displaced Person,1977
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Milo Muse the Rabbit,1978
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Uncle Tom's Cabin,1987
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Dead Man Out,1989
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Law & Order,1991
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Ghostwriter,1992
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Against the Wall,1994
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Shaquille O'Neal: Larger than Life,1995
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,11th Independent Spirit Awards,1996
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,12th Independent Spirit Awards,1997
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Saturday Night Live,1998
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,1999 ESPY Awards,1999
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,The Proud Family,2001
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,2002 ESPY Awards,2002
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,20th Independent Spirit Awards,2005
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,2005 Spike Video Game Awards,2005
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,2006 Spike Video Game Awards,2006
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Afro Samurai,2007
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Afro Samurai: Resurrection,2009
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,The Sunset Limited,2011
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,BET Awards 2012,2012
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Black Dynamite,2014
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Staged,2020
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Amend: The Fight for America,2021
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Secret Invasion,2023
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Mother Courage and Her Children,1980
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,The Piano Lesson,1987
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,The Piano Lesson,2022
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,"""Snakes on a Plane (Bring It)""",2006
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,"""Blame It""",2009
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,"""Electric Energy""",2024
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Grand Theft Auto: San Andreas,2004
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Afro Samurai,2009
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Heroes of Newerth,2010
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Lego Star Wars III: The Clone Wars,2011
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Disney Infinity: Marvel Super Heroes,2014
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Disney Infinity 3.0,2015
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Grand Theft Auto: The Trilogy – The Definitive Edition,2021
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,Go the Fuck to Sleep,2011
Samuel L. Jackson,"December 21, 1948",Unknown,N/A,A Rage in Harlem,2012
Cobie Smulders,"April 3, 1982",Unknown,N/A,Walking Tall,2004
Cobie Smulders,"April 3, 1982",Unknown,N/A,The Long Weekend,2005
Cobie Smulders,"April 3, 1982",Unknown,N/A,Escape,2006
Cobie Smulders,"April 3, 1982",Unknown,N/A,The Storm Awaits,2007
Cobie Smulders,"April 3, 1982",Unknown,N/A,The Slammin' Salmon,2009
Cobie Smulders,"April 3, 1982",Unknown,N/A,The Avengers,2012
Cobie Smulders,"April 3, 1982",Unknown,N/A,Safe Haven,2013
Cobie Smulders,"April 3, 1982",Unknown,N/A,The Lego Movie,2014
Cobie Smulders,"April 3, 1982",Unknown,N/A,Unexpected,2015
Cobie Smulders,"April 3, 1982",Unknown,N/A,The Intervention,2016
Cobie Smulders,"April 3, 1982",Unknown,N/A,"Literally, Right Before Aaron",2017
Cobie Smulders,"April 3, 1982",Unknown,N/A,Avengers: Infinity War,2018
Cobie Smulders,"April 3, 1982",Unknown,N/A,The Lego Movie 2: The Second Part,2019
Cobie Smulders,"April 3, 1982",Unknown,N/A,Cicada,2020
Cobie Smulders,"April 3, 1982",Unknown,N/A,Sharp Corner,2024
Cobie Smulders,"April 3, 1982",Unknown,N/A,Special Unit 2,2002
Cobie Smulders,"April 3, 1982",Unknown,N/A,Jeremiah,2002
Cobie Smulders,"April 3, 1982",Unknown,N/A,Tru Calling,2003
Cobie Smulders,"April 3, 1982",Unknown,N/A,Veritas: The Quest,2003
Cobie Smulders,"April 3, 1982",Unknown,N/A,Smallville,2004
Cobie Smulders,"April 3, 1982",Unknown,N/A,Andromeda,2005
Cobie Smulders,"April 3, 1982",Unknown,N/A,The L Word,2005
Cobie Smulders,"April 3, 1982",Unknown,N/A,How to Make It in America,2010
Cobie Smulders,"April 3, 1982",Unknown,N/A,Comedy Bang! Bang!,2013
Cobie Smulders,"April 3, 1982",Unknown,N/A,Best Time Ever with Neil Patrick Harris,2015
Cobie Smulders,"April 3, 1982",Unknown,N/A,Animals.,2016
Cobie Smulders,"April 3, 1982",Unknown,N/A,A Series of Unfortunate Events,2017
Cobie Smulders,"April 3, 1982",Unknown,N/A,Arrested Development,2019
Cobie Smulders,"April 3, 1982",Unknown,N/A,Room 104,2019
Cobie Smulders,"April 3, 1982",Unknown,N/A,The Simpsons,2020
Cobie Smulders,"April 3, 1982",Unknown,N/A,Impeachment: American Crime Story,2021
Cobie Smulders,"April 3, 1982",Unknown,N/A,How I Met Your Father,2022
Cobie Smulders,"April 3, 1982",Unknown,N/A,The Boss Baby: Back in the Crib,2022
Cobie Smulders,"April 3, 1982",Unknown,N/A,High School,2022
Cobie Smulders,"April 3, 1982",Unknown,N/A,Moon Girl and Devil Dinosaur,2023
Cobie Smulders,"April 3, 1982",Unknown,N/A,Secret Invasion,2023
Cobie Smulders,"April 3, 1982",Unknown,N/A,"Love, Loss, and What I Wore",2010
Cobie Smulders,"April 3, 1982",Unknown,N/A,Present Laughter,2017
Cobie Smulders,"April 3, 1982",Unknown,N/A,EWwy Award,2013
Cobie Smulders,"April 3, 1982",Unknown,N/A,People's Choice Award,2014
Cobie Smulders,"April 3, 1982",Unknown,N/A,Theatre World Award,2017
Cobie Smulders,"April 3, 1982",Unknown,N/A,Critics' Choice Super Awards,2021
Jeremy Renner,"January 7, 1971",Unknown,N/A,National Lampoon's Senior Trip,1995
Jeremy Renner,"January 7, 1971",Unknown,N/A,Paper Dragons,1996
Jeremy Renner,"January 7, 1971",Unknown,N/A,Fish in a Barrel,2001
Jeremy Renner,"January 7, 1971",Unknown,N/A,Monkey Love,2002
Jeremy Renner,"January 7, 1971",Unknown,N/A,S.W.A.T.,2003
Jeremy Renner,"January 7, 1971",Unknown,N/A,The Heart Is Deceitful Above All Things,2004
Jeremy Renner,"January 7, 1971",Unknown,N/A,A Little Trip to Heaven,2005
Jeremy Renner,"January 7, 1971",Unknown,N/A,Love Comes to the Executioner,2006
Jeremy Renner,"January 7, 1971",Unknown,N/A,The Assassination of Jesse James by the Coward Robert Ford,2007
Jeremy Renner,"January 7, 1971",Unknown,N/A,The Hurt Locker,2008
Jeremy Renner,"January 7, 1971",Unknown,N/A,Ingenious,2009
Jeremy Renner,"January 7, 1971",Unknown,N/A,The Town,2010
Jeremy Renner,"January 7, 1971",Unknown,N/A,Thor,2011
Jeremy Renner,"January 7, 1971",Unknown,N/A,The Avengers,2012
Jeremy Renner,"January 7, 1971",Unknown,N/A,Hansel & Gretel: Witch Hunters,2013
Jeremy Renner,"January 7, 1971",Unknown,N/A,Kill the Messenger,2014
Jeremy Renner,"January 7, 1971",Unknown,N/A,Avengers: Age of Ultron,2015
Jeremy Renner,"January 7, 1971",Unknown,N/A,Captain America: Civil War,2016
Jeremy Renner,"January 7, 1971",Unknown,N/A,Wind River,2017
Jeremy Renner,"January 7, 1971",Unknown,N/A,Tag,2018
Jeremy Renner,"January 7, 1971",Unknown,N/A,Arctic Dogs,2019
Jeremy Renner,"January 7, 1971",Unknown,N/A,Black Widow,2021
Jeremy Renner,"January 7, 1971",Unknown,N/A,Glass Onion: A Knives Out Mystery,2022
Jeremy Renner,"January 7, 1971",Unknown,N/A,Wake Up Dead Man,2025
Jeremy Renner,"January 7, 1971",Unknown,N/A,Deadly Games,1995
Jeremy Renner,"January 7, 1971",Unknown,N/A,Strange Luck,1996
Jeremy Renner,"January 7, 1971",Unknown,N/A,A Nightmare Come True,1997
Jeremy Renner,"January 7, 1971",Unknown,N/A,To Have & to Hold,1998
Jeremy Renner,"January 7, 1971",Unknown,N/A,The Net,1999
Jeremy Renner,"January 7, 1971",Unknown,N/A,Angel,2000
Jeremy Renner,"January 7, 1971",Unknown,N/A,CSI: Crime Scene Investigation,2001
Jeremy Renner,"January 7, 1971",Unknown,N/A,House,2007
Jeremy Renner,"January 7, 1971",Unknown,N/A,The Unusuals,2009
Jeremy Renner,"January 7, 1971",Unknown,N/A,Robot Chicken,2011
Jeremy Renner,"January 7, 1971",Unknown,N/A,Saturday Night Live,2012
Jeremy Renner,"January 7, 1971",Unknown,N/A,Echo,2024
Jeremy Renner,"January 7, 1971",Unknown,N/A,"""Feel Planty Good""",2024
Danai Gurira,"February 14, 1978",Unknown,N/A,The Visitor,2007
Danai Gurira,"February 14, 1978",Unknown,N/A,My Soul to Take,2008
Danai Gurira,"February 14, 1978",Unknown,N/A,3 Backyards,2010
Danai Gurira,"February 14, 1978",Unknown,N/A,Restless City,2011
Danai Gurira,"February 14, 1978",Unknown,N/A,Mother of George,2013
Danai Gurira,"February 14, 1978",Unknown,N/A,Tinker Bell and the Legend of the NeverBeast,2015
Danai Gurira,"February 14, 1978",Unknown,N/A,All Eyez on Me,2017
Danai Gurira,"February 14, 1978",Unknown,N/A,Black Panther,2018
Danai Gurira,"February 14, 1978",Unknown,N/A,Avengers: Endgame,2019
Danai Gurira,"February 14, 1978",Unknown,N/A,Black Panther: Wakanda Forever,2022
Danai Gurira,"February 14, 1978",Unknown,N/A,Law & Order: Criminal Intent,2004
Danai Gurira,"February 14, 1978",Unknown,N/A,Life on Mars,2009
Danai Gurira,"February 14, 1978",Unknown,N/A,American Experience,2010
Danai Gurira,"February 14, 1978",Unknown,N/A,Robot Chicken,2017
Danai Gurira,"February 14, 1978",Unknown,N/A,What If...?,2021
Danai Gurira,"February 14, 1978",Unknown,N/A,Great Performances,2023
Danai Gurira,"February 14, 1978",Unknown,N/A,The Walking Dead: The Ones Who Live,2024
Danai Gurira,"February 14, 1978",Unknown,N/A,In the Continuum,2005
Danai Gurira,"February 14, 1978",Unknown,N/A,Joe Turner's Come and Gone,2009
Danai Gurira,"February 14, 1978",Unknown,N/A,Measure for Measure,2011
Danai Gurira,"February 14, 1978",Unknown,N/A,The Convert,2012
Danai Gurira,"February 14, 1978",Unknown,N/A,Familiar,2015
Danai Gurira,"February 14, 1978",Unknown,N/A,Eclipsed,2015
Danai Gurira,"February 14, 1978",Unknown,N/A,—,2016
Danai Gurira,"February 14, 1978",Unknown,N/A,Richard III,2022
Danai Gurira,"February 14, 1978",Unknown,N/A,Fortnite Battle Royale,2020
Danai Gurira,"February 14, 1978",Unknown,N/A,Call of Duty: Modern Warfare III,2023
Danai Gurira,"February 14, 1978",Unknown,N/A,Obie Award,2006
Danai Gurira,"February 14, 1978",Unknown,N/A,Helen Hayes Awards,2007
Danai Gurira,"February 14, 1978",Unknown,N/A,Gotham Award,2008
Danai Gurira,"February 14, 1978",Unknown,N/A,Satellite Award,2012
Danai Gurira,"February 14, 1978",Unknown,N/A,Los Angeles Drama Critics Circle Award,2013
Danai Gurira,"February 14, 1978",Unknown,N/A,Black Reel Award,2014
Danai Gurira,"February 14, 1978",Unknown,N/A,NAACP Image Award,2016
Danai Gurira,"February 14, 1978",Unknown,N/A,Saturn Awards,2017
Danai Gurira,"February 14, 1978",Unknown,N/A,Best Supporting Actress,2018
Danai Gurira,"February 14, 1978",Unknown,N/A,Black Reel Award,2019
Danai Gurira,"February 14, 1978",Unknown,N/A,NAACP Image Award,2023
Danai Gurira,"February 14, 1978",Unknown,N/A,Black Reel Awards,2024
Sebastian Stan,"August 13, 1982",Unknown,N/A,71 Fragments of a Chronology of Chance,1994
Sebastian Stan,"August 13, 1982",Unknown,N/A,Tony n' Tina's Wedding,2004
Sebastian Stan,"August 13, 1982",Unknown,N/A,Red Doors,2005
Sebastian Stan,"August 13, 1982",Unknown,N/A,The Architect,2006
Sebastian Stan,"August 13, 1982",Unknown,N/A,The Education of Charlie Banks,2007
Sebastian Stan,"August 13, 1982",Unknown,N/A,Rachel Getting Married,2008
Sebastian Stan,"August 13, 1982",Unknown,N/A,Spread,2009
Sebastian Stan,"August 13, 1982",Unknown,N/A,Hot Tub Time Machine,2010
Sebastian Stan,"August 13, 1982",Unknown,N/A,Captain America: The First Avenger,2011
Sebastian Stan,"August 13, 1982",Unknown,N/A,Gone,2012
Sebastian Stan,"August 13, 1982",Unknown,N/A,Captain America: The Winter Soldier,2014
Sebastian Stan,"August 13, 1982",Unknown,N/A,Ant-Man,2015
Sebastian Stan,"August 13, 1982",Unknown,N/A,Captain America: Civil War,2016
Sebastian Stan,"August 13, 1982",Unknown,N/A,Logan Lucky,2017
Sebastian Stan,"August 13, 1982",Unknown,N/A,Destroyer,2018
Sebastian Stan,"August 13, 1982",Unknown,N/A,Avengers: Endgame,2019
Sebastian Stan,"August 13, 1982",Unknown,N/A,The Devil All the Time,2020
Sebastian Stan,"August 13, 1982",Unknown,N/A,The 355,2022
Sebastian Stan,"August 13, 1982",Unknown,N/A,Sharper,2023
Sebastian Stan,"August 13, 1982",Unknown,N/A,A Different Man,2024
Sebastian Stan,"August 13, 1982",Unknown,N/A,Thunderbolts* †,2025
Sebastian Stan,"August 13, 1982",Unknown,N/A,Law & Order,2003
Sebastian Stan,"August 13, 1982",Unknown,N/A,Kings,2009
Sebastian Stan,"August 13, 1982",Unknown,N/A,Once Upon a Time,2012
Sebastian Stan,"August 13, 1982",Unknown,N/A,I'm Dying Up Here,2017
Sebastian Stan,"August 13, 1982",Unknown,N/A,Bupkis,2023
Sebastian Stan,"August 13, 1982",Unknown,N/A,Talk Radio,2007
Sebastian Stan,"August 13, 1982",Unknown,N/A,Picnic,2013
Sebastian Stan,"August 13, 1982",Unknown,N/A,Captain America: Super Soldier,2011
Sebastian Stan,"August 13, 1982",Unknown,N/A,"""Wake Up Call""",2008
Letitia Wright,31 October 1993,Unknown,N/A,Victim,2011
Letitia Wright,31 October 1993,Unknown,N/A,My Brother the Devil,2012
Letitia Wright,31 October 1993,Unknown,N/A,Urban Hymn,2015
Letitia Wright,31 October 1993,Unknown,N/A,The Commuter,2018
Letitia Wright,31 October 1993,Unknown,N/A,Guava Island,2019
Letitia Wright,31 October 1993,Unknown,N/A,Sing 2,2021
Letitia Wright,31 October 1993,Unknown,N/A,Death on the Nile,2022
Letitia Wright,31 October 1993,Unknown,N/A,Surrounded,2023
Letitia Wright,31 October 1993,Unknown,N/A,Holby City,2011
Letitia Wright,31 October 1993,Unknown,N/A,Coming Up,2013
Letitia Wright,31 October 1993,Unknown,N/A,Chasing Shadows,2014
Letitia Wright,31 October 1993,Unknown,N/A,Banana,2015
Letitia Wright,31 October 1993,Unknown,N/A,Humans,2016
Letitia Wright,31 October 1993,Unknown,N/A,Black Mirror,2017
Letitia Wright,31 October 1993,Unknown,N/A,Small Axe,2020
Letitia Wright,31 October 1993,Unknown,N/A,I Am...,2021
Letitia Wright,31 October 1993,Unknown,N/A,Primetime Emmy Awards,2018
Letitia Wright,31 October 1993,Unknown,N/A,Saturn Awards,2018
Letitia Wright,31 October 1993,Unknown,N/A,MTV Movie & TV Awards,2018
Letitia Wright,31 October 1993,Unknown,N/A,Teen Choice Awards,2018
Letitia Wright,31 October 1993,Unknown,N/A,Black Reel Awards,2019
Letitia Wright,31 October 1993,Unknown,N/A,NAACP Image Awards,2019
Letitia Wright,31 October 1993,Unknown,N/A,Screen Actors Guild Awards,2019
Letitia Wright,31 October 1993,Unknown,N/A,British Academy Film Awards,2019
Letitia Wright,31 October 1993,Unknown,N/A,Chicago Film Critics Association,2020
Letitia Wright,31 October 1993,Unknown,N/A,Satellite Awards,2020
Letitia Wright,31 October 1993,Unknown,N/A,Black Reel Awards,2021
Letitia Wright,31 October 1993,Unknown,N/A,NAACP Image Awards,2022
Letitia Wright,31 October 1993,Unknown,N/A,Outstanding Actress in a Motion Picture,2023
Letitia Wright,31 October 1993,Unknown,N/A,London Film Critics Circle Awards,2023
Letitia Wright,31 October 1993,Unknown,N/A,Black Reel Awards,2023
Letitia Wright,31 October 1993,Unknown,N/A,Kids' Choice Awards,2023
Letitia Wright,31 October 1993,Unknown,N/A,Critics' Choice Super Awards,2023
Anthony Mackie,"September 23, 1978",Unknown,N/A,8 Mile,2002
Anthony Mackie,"September 23, 1978",Unknown,N/A,Crossing,2003
Anthony Mackie,"September 23, 1978",Unknown,N/A,Brother to Brother,2004
Anthony Mackie,"September 23, 1978",Unknown,N/A,The Man,2005
Anthony Mackie,"September 23, 1978",Unknown,N/A,Freedomland,2006
Anthony Mackie,"September 23, 1978",Unknown,N/A,Ascension Day,2007
Anthony Mackie,"September 23, 1978",Unknown,N/A,Eagle Eye,2008
Anthony Mackie,"September 23, 1978",Unknown,N/A,The Hurt Locker,2009
Anthony Mackie,"September 23, 1978",Unknown,N/A,Night Catches Us,2010
Anthony Mackie,"September 23, 1978",Unknown,N/A,The Adjustment Bureau,2011
Anthony Mackie,"September 23, 1978",Unknown,N/A,Man on a Ledge,2012
Anthony Mackie,"September 23, 1978",Unknown,N/A,Gangster Squad,2013
Anthony Mackie,"September 23, 1978",Unknown,N/A,Captain America: The Winter Soldier,2014
Anthony Mackie,"September 23, 1978",Unknown,N/A,Avengers: Age of Ultron,2015
Anthony Mackie,"September 23, 1978",Unknown,N/A,Triple 9,2016
Anthony Mackie,"September 23, 1978",Unknown,N/A,Detroit,2017
Anthony Mackie,"September 23, 1978",Unknown,N/A,Avengers: Infinity War,2018
